,cat,nombre,estado,area_ha,interseccion_ha,interseccion_porc,region,lote_petrolero,empresa,pais
1268,Territorio Indigena Originario Campesino,Itikaraparirenda,Demandada,4131.309172,4130.785433,99.98732269, ,"Aquio,Azero,Ipati-incahuasi","TOTAL E&P BOLIVIE, YPFB",Bolivia
1269,Territorio Indigena Originario Campesino,Consejo Tsiname,Demandada,114733.299417,2344.336716,2.043292338,Beni,"Santa Rosa,Secure 19S",YPFB,Bolivia
1270,Territorio Indigena Originario Campesino,Yuracare (Coniyura),Demandada,1922.131982,1922.131982,100.0,Cochabamba,San Ignacio,YPFB,Bolivia
1271,Territorio Indigena Originario Campesino,Yuqui,Demandada,6247.66255,1.353572,0.02166525463,Cochabamba,Litoral,YPFB,Bolivia
1272,Nacionalidad,Achuar,Titulada,608690.97257,605558.199516,99.48532618,MORONA SANTIAGO,Bloque 82,"Agip Oil Ecuador B.V., Petroamazonas EP, Secretaria de Hidrocarburos",Ecuador
1273,Nacionalidad,Waorani,Titulada,593608.290092,509464.273924,85.82499309,PASTAZA,Yuralpa,"Agip Oil Ecuador B.V., Andes Petroleum Ecuador Ltd., Petroamazonas EP, Petrobell Inc.",Ecuador
1274,Nacionalidad,Sin Información,Titulada,497489.275676,494454.799905,99.39004197,PASTAZA,Mirador,"Agip Oil Ecuador B.V., Andes Petroleum Ecuador Ltd., Consorcio Bloque 28, Petroamazonas EP",Ecuador
1275,Nacionalidad,Sapara,Titulada,368942.992947,368419.236451,99.85803864,PASTAZA,Bloque 84,"Andes Petroleum Ecuador Ltd., Petroamazonas EP, Secretaria de Hidrocarburos",Ecuador
1276,Nacionalidad,Pueblo Ancestral Kichwa Kawsac Sacha,Titulada,273364.277909,245378.476202,89.76245107,PASTAZA,Bloque 84,Secretaria de Hidrocarburos,Ecuador
1277,Nacionalidad,Shiviar,Titulada,225223.16272,219122.50755,97.2912843,PASTAZA,Bloque 83,"Andes Petroleum Ecuador Ltd., Secretaria de Hidrocarburos",Ecuador
1278,Nacionalidad,Sin Información,Titulada,81718.979989,81718.979989,100.0,MORONA SANTIAGO,Mirador,"Agip Oil Ecuador B.V., Consorcio Bloque 28, Petroamazonas EP, Secretaria de Hidrocarburos",Ecuador
1279,Nacionalidad,Andoa,Titulada,66110.585045,66110.585045,100.0,PASTAZA,Bloque 82,Secretaria de Hidrocarburos,Ecuador
1280,Nacionalidad,Territorio Ancestral Siona,Convenio,130348.316691,54331.695396,41.68193098,SUCUMBIOS,Vinita,"Andes Petroleum Ecuador Ltd., Petroamazonas EP",Ecuador
1281,Nacionalidad,Pueblo Curaray Morete Playa Ochacungo Quillualpa,Titulada,49845.985585,49845.985585,100.0,PASTAZA,Hormiguero,"Andes Petroleum Ecuador Ltd., Petroamazonas EP, Petrooriental S.A.",Ecuador
1282,Nacionalidad,Cofán Bermejo,En proceso de reconocimiento,52793.902289,47081.631119,89.18005504,SUCUMBIOS,Lumbaqui,"Petroamazonas EP, Tecpecuador S.A.",Ecuador
1283,Nacionalidad,Pueblo Ancestral Kichwa Curaray Morete Playa,Titulada,52512.365531,43790.478306,83.39079351,PASTAZA,Bloque 84,"Andes Petroleum Ecuador Ltd., Secretaria de Hidrocarburos",Ecuador
1284,Nacionalidad,Comuna Tinkias,Titulada,40583.982502,40583.885354,99.99976062,MORONA SANTIAGO,Bloque 82,Secretaria de Hidrocarburos,Ecuador
1285,Nacionalidad,Rukullakta,Titulada,41725.51463,37090.968862,88.89277746,NAPO,Pungarayacu,Secretaria de Hidrocarburos,Ecuador
1286,Nacionalidad,Sin Información,Titulada,32428.697896,30485.597634,94.00808423,ORELLANA,Nantu,"Petroamazonas EP, Petrooriental S.A., Repsol Ecuador S.A.",Ecuador
1287,Nacionalidad,Comuna Sani Isla,Titulada,29908.808975,25600.126696,85.59393561,ORELLANA,Nantu,"Petroamazonas EP, Petrooriental S.A., Repsol Ecuador S.A.",Ecuador
1288,Nacionalidad,Samona Yatury,Sin reconocimiento,25373.559943,25373.559943,100.0,ORELLANA,Nantu,"Petroamazonas EP, Petrooriental S.A.",Ecuador
1289,Nacionalidad,Sehuaya,Titulada,22801.764119,22801.764119,100.0,SUCUMBIOS,Indillana,Petroamazonas EP,Ecuador
1290,Nacionalidad,Verde Sumaco,Titulada,21961.390714,21867.765445,99.57368242,ORELLANA,Palo Azul,Petroamazonas EP,Ecuador
1291,Nacionalidad,Playas De Cuyabeno,Convenio,77615.280056,21857.644849,28.16152288,SUCUMBIOS,Vinita,Petroamazonas EP,Ecuador
1292,Nacionalidad,San José De Payamino,Sin reconocimiento,19996.524978,19995.065877,99.99270323,ORELLANA,Palo Azul,Petroamazonas EP,Ecuador
1293,Nacionalidad,El Edén,Sin reconocimiento,19368.776229,19368.776229,100.0,ORELLANA,Eden-Yutur,Petroamazonas EP,Ecuador
1294,Nacionalidad,Centro Shuar Tseremp,Titulada,18921.048412,18921.048412,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1295,Nacionalidad,Pañacocha,Sin reconocimiento,22423.014062,18799.382226,83.8396755,ORELLANA,Nantu,"Petroamazonas EP, Petrooriental S.A.",Ecuador
1296,Nacionalidad,Comuna Kichwa  Añangu,Titulada,20146.192137,17863.822514,88.67096269,ORELLANA,Nantu,"Petroamazonas EP, Petrooriental S.A., Repsol Ecuador S.A.",Ecuador
1297,Nacionalidad,Juan Pío Montufar,Sin reconocimiento,16978.486571,16978.486571,100.0,ORELLANA,Coca-Payamino,"Petroamazonas EP, Secretaria de Hidrocarburos",Ecuador
1298,Nacionalidad,Comunidad Achuar Nuevo Sasaim,Titulada,16943.280079,16943.280079,100.0,MORONA SANTIAGO,Bloque 76,"Petroamazonas EP, Secretaria de Hidrocarburos",Ecuador
1299,Nacionalidad,Centro Shuar Arutam,Titulada,37144.328412,16823.202506,45.29144347,MORONA SANTIAGO,Bloque 73,Secretaria de Hidrocarburos,Ecuador
1300,Nacionalidad,Comuna Papaya Chica,Sin reconocimiento,16358.786347,16227.435619,99.19706312,SUCUMBIOS,Vinita,Petroamazonas EP,Ecuador
1301,Nacionalidad,Comuna Pañakucha,Sin reconocimiento,16202.047421,16202.047421,100.0,SUCUMBIOS,Eden-Yutur,Petroamazonas EP,Ecuador
1302,Nacionalidad,Sin Información,Sin reconocimiento,23691.089316,15574.047789,65.73799787,MORONA SANTIAGO,Bloque 70,Secretaria de Hidrocarburos,Ecuador
1303,Nacionalidad,San Vicente de Sinchichicta,Titulada,18450.647737,14677.110931,79.54794401,ORELLANA,Nantu,Petroamazonas EP,Ecuador
1304,Nacionalidad,Comuna Singue,Sin reconocimiento,14349.227505,14349.227505,100.0,SUCUMBIOS,Cuyabeno-Tipishca,"Gente Oil Ecuador Pte. Ltd., Petroamazonas EP",Ecuador
1305,Nacionalidad,Sinchi Chicta,Sin reconocimiento,14274.316227,14274.316227,100.0,ORELLANA,Nantu,"Petroamazonas EP, Petrooriental S.A.",Ecuador
1306,Nacionalidad,Centro Shuar Shiramentza,Titulada,13864.664996,13864.664996,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1307,Nacionalidad,Chiro Isla,Sin reconocimiento,13831.179931,13831.179931,100.0,ORELLANA,Nantu,"Petroamazonas EP, Petrooriental S.A.",Ecuador
1308,Nacionalidad,Comuna Silva Yacu,Sin reconocimiento,16174.780351,12990.299065,80.31205854,SUCUMBIOS,Vinita,Petroamazonas EP,Ecuador
1309,Nacionalidad,Sin Información,Sin reconocimiento,12494.532269,12494.530915,99.99998916,PASTAZA,Yuralpa,"Petroamazonas EP, Petrobell Inc., Petrooriental S.A., Secretaria de Hidrocarburos",Ecuador
1310,Nacionalidad,Comunidad Achuar De Mashuim,Titulada,12534.190822,12407.291491,98.9875746,MORONA SANTIAGO,Bloque 82,Secretaria de Hidrocarburos,Ecuador
1311,Nacionalidad,Comuna Pukapeña,Sin reconocimiento,12286.490593,12286.490593,100.0,SUCUMBIOS,Tarapoa,"Andes Petroleum Ecuador Ltd., Petroamazonas EP",Ecuador
1312,Nacionalidad,Amarum Mesa,Sin reconocimiento,11977.551612,11977.551612,100.0,ORELLANA,Palo Azul,Petroamazonas EP,Ecuador
1313,Nacionalidad,Comuna Tace,Sin reconocimiento,11973.909428,11973.909428,100.0,SUCUMBIOS,Vinita,Petroamazonas EP,Ecuador
1314,Nacionalidad,Comuna Guayusa,Titulada,11904.794245,11857.010054,99.59861389,ORELLANA,Palo Azul,Petroamazonas EP,Ecuador
1315,Nacionalidad,Cooperativa Shuar Yuwientsa Y Amp,Titulada,11854.474967,11854.474967,100.0,MORONA SANTIAGO,Bloque 76,"Petroamazonas EP, Secretaria de Hidrocarburos",Ecuador
1316,Nacionalidad,Centro Shuar Kuri Nunka,Titulada,11789.828557,11789.828557,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1317,Nacionalidad,Centro Shuar Pankints,Titulada,11712.729714,11712.729714,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1318,Nacionalidad,Puerto Quinche,Titulada,11706.212151,11706.212151,100.0,ORELLANA,ITT,Petroamazonas EP,Ecuador
1319,Nacionalidad,Comuna Aguas Blanca,Sin reconocimiento,12268.822878,11288.194316,92.00715039,SUCUMBIOS,Vinita,Petroamazonas EP,Ecuador
1320,Nacionalidad,Centro Shuar Wee,Titulada,10839.068295,10839.068295,100.0,MORONA SANTIAGO,Bloque 72,Secretaria de Hidrocarburos,Ecuador
1321,Nacionalidad,Comunidad Achuar De Wachirpas,Titulada,10699.721732,10681.173237,99.82664507,MORONA SANTIAGO,Bloque 82,Secretaria de Hidrocarburos,Ecuador
1322,Nacionalidad,Centro Shuar Campo Ayut,Titulada,10362.807726,10362.807726,100.0,MORONA SANTIAGO,Bloque 75,Petroamazonas EP,Ecuador
1323,Nacionalidad,San Francisco,Sin reconocimiento,10171.818867,10171.818867,100.0,ORELLANA,Coca-Payamino,Petroamazonas EP,Ecuador
1324,Nacionalidad,Centro Shuar Kankaim,Titulada,9585.511717,9585.511717,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1325,Nacionalidad,Dureno,Titulada,9453.178726,9453.178726,100.0,SUCUMBIOS,Shushufindi-Libertador,Petroamazonas EP,Ecuador
1326,Nacionalidad,Comuna Lorocachi,Sin reconocimiento,9426.182857,9426.182857,100.0,SUCUMBIOS,Vinita,Petroamazonas EP,Ecuador
