,cat,nombre,estado,area_ha,interseccion_ha,interseccion_porc,region,lote_petrolero,empresa,pais
440,Comunidad Nativa,Sinchi Roca,Titulada,30826.611781,5656.829263,18.35047362,Ucayali,131,CEPSA PERUANA S.A.C.,Perú
441,Comunidad Nativa,Ugkum,Titulada,13615.237019,5648.714135,41.48818068,Amazonas,F02-17,,Perú
442,Comunidad Nativa,Paik,Titulada,5609.890059,5609.890059,100.0,Amazonas,F02-17,,Perú
443,Comunidad Nativa,Awananch,Titulada,5645.440983,5594.226438,99.09281586,Amazonas,F02-17,,Perú
444,Comunidad Nativa,Lagarto Millar,Titulada,5574.159976,5574.159976,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
445,Comunidad Nativa,Taini,Titulada,6424.868091,5567.78634,86.65993233,Cusco,F42-19,CNPC PERU S.A.,Perú
446,Comunidad Nativa,San Enrique,Titulada,5529.110151,5529.110151,100.0,Loreto,SM33-17,,Perú
447,Comunidad Nativa,Kusu,Titulada,16424.517896,5523.573421,33.63004903,San Martin,LVIII,YPF E & P PERÚ S.A.C.,Perú
448,Comunidad Nativa,Junín Pablo,Titulada,5476.151122,5476.151122,100.0,Ucayali,SM05-17,,Perú
449,Comunidad Nativa,El Porvenir,Titulada,5428.802992,5428.802992,100.0,Loreto,SM47-18,,Perú
450,Comunidad Nativa,Tuutin,Titulada,5409.602167,5409.602167,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
451,Comunidad Nativa,Puerto Requena,Titulada,5407.671408,5407.671408,100.0,Loreto,SM26-17,,Perú
452,Comunidad Nativa,Parinari,Titulada,5383.955438,5383.955438,100.0,San Martin,LXIX,YPF E & P PERÚ S.A.C.,Perú
453,Comunidad Nativa,Chirikyaku,Titulada,5331.179701,5331.179701,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
454,Comunidad Nativa,Tipishca,Titulada,5334.999435,5315.723964,99.63869779,Loreto,F21-17,,Perú
455,Comunidad Nativa,Lomalinda - Laguna,Titulada,5298.134353,5298.134353,100.0,Pasco,107,PETROLIFERA PETROLEUM DEL PERU S.R.L.,Perú
456,Comunidad Nativa,Jordán,Titulada,5286.139267,5286.139267,100.0,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
457,Comunidad Nativa,Charapillo,Titulada,5253.993423,5253.993423,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
458,Comunidad Nativa,Alto Shimutas,Titulada,5230.940989,5230.940989,100.0,Amazonas,F02-17,,Perú
459,Comunidad Nativa,Tres Unidos,Titulada,5681.824248,5196.704633,91.46190389,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
460,Comunidad Nativa,Vista Alegre,Titulada,5179.311851,5179.311851,100.0,Loreto,SM37-17,,Perú
461,Comunidad Nativa,Villa Gonzalo,Titulada,65362.133124,5177.324912,7.920985232,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
462,Comunidad Nativa,Unión Barranquita,Titulada,5170.990814,5170.990814,100.0,Loreto,SM37-17,,Perú
463,Comunidad Nativa,Soledad,Titulada,5151.500873,5151.500873,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
464,Comunidad Nativa,Santa Rosa del Río Pisqui,Titulada,5104.078496,5104.078496,100.0,Loreto,SM47-18,,Perú
465,Comunidad Nativa,Santa Elena,Titulada,5052.012502,5052.012502,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
466,Comunidad Nativa,San Juan,Titulada,5032.041446,5032.041446,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
467,Comunidad Nativa,Shampuyacu,Titulada,5034.803556,5024.715224,99.79962809,San Martin,LVIII,YPF E & P PERÚ S.A.C.,Perú
468,Comunidad Nativa,Chirumbia,Titulada,11269.83323,4991.100329,44.28725987,Cusco,58,CNPC PERU S.A.,Perú
469,Comunidad Nativa,Santa Rosa,Titulada,4964.492553,4964.492553,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
470,Comunidad Nativa,Roya,Titulada,4957.000238,4957.000238,100.0,Ucayali,SM07-17,,Perú
471,Comunidad Nativa,Buenaventura,Titulada,4933.428157,4933.428157,100.0,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
472,Comunidad Nativa,Santo Domingo de Alto Azupizu,Titulada,5085.730518,4891.258271,96.17611971,Pasco,108,PLUSPETROL E&P S.A.,Perú
473,Comunidad Nativa,Nueva Bella,Solicitud de Titulación,13264.366683,4854.803153,36.60033886,Ucayali,F01-17,,Perú
474,Comunidad Nativa,Taquila,Titulada,4806.813599,4806.813599,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
475,Comunidad Nativa,San Antonio,Titulada,4796.374841,4796.374841,100.0,Loreto,SM31-17,,Perú
476,Comunidad Nativa,Nuevo Progreso,Solicitud de Titulación,4793.637551,4793.637551,100.0,Loreto,SM24-17,,Perú
477,Comunidad Nativa,El Dorado,Titulada,4808.218245,4788.378539,99.58737925,San Martin,LVIII,YPF E & P PERÚ S.A.C.,Perú
478,Comunidad Nativa,Peruanito,Titulada,4773.48166,4773.48166,100.0,Loreto,SM50-18,PLUSPETROL NORTE S.A.,Perú
479,Comunidad Nativa,Buchigkim,Titulada,19223.994006,4754.650041,24.7328939,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
480,Comunidad Nativa,Callería,Titulada,4753.437611,4753.437611,100.0,Ucayali,SM04-17,,Perú
481,Comunidad Nativa,Canga,Titulada,4815.359395,4720.352411,98.02700118,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
482,Comunidad Nativa,San José de Quirichari,Titulada,4688.668961,4688.668961,100.0,Ucayali,108,PLUSPETROL E&P S.A.,Perú
483,Comunidad Nativa,Florida - Río Ucayali,Titulada,5422.364994,4685.711687,86.41453853,Loreto,95,GRAN TIERRA ENERGY PERU S.R.L.,Perú
484,Comunidad Nativa,Boca Pariamanu,Titulada,4678.465024,4678.465024,100.0,Madre de Dios,F27-17,,Perú
485,Comunidad Nativa,Canoa Puerto,Titulada,4656.883326,4656.883326,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
486,Comunidad Nativa,Palometayacu,Titulada,4710.32229,4640.535105,98.51842017,Loreto,LXIX,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU, YPF E & P PERÚ S.A.C.",Perú
487,Comunidad Nativa,Achuar Anatico,Titulada,4631.453653,4631.453653,100.0,Loreto,SM36-17,,Perú
488,Comunidad Nativa,Sua San Antonio,Titulada,4614.25375,4614.25375,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
489,Comunidad Nativa,Bolivar,Titulada,4610.919653,4610.919653,100.0,Loreto,F21-17,,Perú
490,Comunidad Nativa,Guineal,Titulada,4610.43568,4610.43568,100.0,Loreto,SM33-17,,Perú
491,Comunidad Nativa,Shimpuents - Bakants,Titulada,4587.141294,4587.141294,100.0,Amazonas,F02-17,,Perú
492,Comunidad Nativa,Shambo Porvenir,Titulada,4585.235313,4585.235313,100.0,Ucayali,SM47-18,,Perú
493,Comunidad Nativa,Vencedor,Titulada,4582.52944,4582.52944,100.0,Loreto,SM46-18,,Perú
494,Comunidad Nativa,Villa Hermoza Anexo Nueva Alianza,Titulada,4563.279252,4563.279252,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
495,Comunidad Nativa,Cushuscaya,Titulada,4537.417067,4537.417067,100.0,Loreto,SM54-19,,Perú
496,Comunidad Nativa,El Milagro,Titulada,4533.963675,4533.963677,100.0,Pasco,108,PLUSPETROL E&P S.A.,Perú
497,Comunidad Nativa,Samaniato,Titulada,4977.189833,4515.643248,90.72676349,Junin,108,PLUSPETROL E&P S.A.,Perú
498,Comunidad Nativa,Santa Cruz del Tagual,Titulada,4486.111655,4486.111655,100.0,Loreto,SM43-17,,Perú
499,Comunidad Nativa,Pintuyacu,Titulada,4468.386178,4468.386178,100.0,Loreto,SM33-17,,Perú
500,Comunidad Nativa,Puerto Auxilio,Titulada,4464.440779,4464.440779,100.0,Loreto,SM37-17,,Perú
501,Comunidad Nativa,Kayamas,Titulada,4427.515341,4427.515346,100.0000001,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
502,Comunidad Nativa,Chingamar,Titulada,4395.492502,4395.492502,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
503,Comunidad Nativa,Ancash Urku - San Hilarion,Solicitud de Titulación,4362.751578,4362.751578,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
504,Comunidad Nativa,Nuevo Triunfo,Titulada,4356.379467,4356.379467,100.0,Loreto,SM20-17,,Perú
505,Comunidad Nativa,Puerto Amistad,Titulada,4315.456936,4315.456936,100.0,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
506,Comunidad Nativa,Shushui,Titulada,4298.347741,4298.347741,100.0,Amazonas,F02-17,,Perú
507,Comunidad Nativa,Winchu Temashnum,Titulada,4286.854524,4286.854524,100.0,Amazonas,F02-17,,Perú
508,Comunidad Nativa,Palmera del Tapiche,Titulada,4283.644717,4283.644717,100.0,Loreto,F22-17,GRAN TIERRA ENERGY PERU S.R.L.,Perú
509,Comunidad Nativa,Chikais,Titulada,4271.234677,4271.234677,100.0,Amazonas,F02-17,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
510,Comunidad Nativa,Manco Capac,Titulada,4266.965757,4266.965757,100.0,Loreto,SM46-18,,Perú
511,Comunidad Nativa,Nuevo Progreso,Titulada,4246.132235,4246.132235,100.0,Loreto,SM50-18,PLUSPETROL NORTE S.A.,Perú
512,Comunidad Nativa,Nueva Esperanza,Titulada,4242.269602,4242.269602,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
513,Comunidad Nativa,Ramón Castilla,Titulada,4237.776969,4237.776969,100.0,Ucayali,SM07-17,,Perú
514,Comunidad Nativa,Paiza,Titulada,6375.602655,4235.255949,66.42910762,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
515,Comunidad Nativa,Siwin,Titulada,4208.284328,4208.284328,100.0,Loreto,SM36-17,,Perú
516,Comunidad Nativa,San Pedro,Titulada,4192.904748,4192.904748,100.0,Loreto,SM43-17,,Perú
517,Comunidad Nativa,Impitato Cascada,Titulada,4186.093677,4186.093677,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
518,Comunidad Nativa,Pijuayal,Titulada,9791.210275,4170.036193,42.58958878,Ucayali,SM07-17,,Perú
519,Comunidad Nativa,Nueva Conquista Sector B,Titulada,4156.797755,4156.797755,100.0,Loreto,SM30-17,,Perú
520,Comunidad Nativa,Santa Beatriz,Titulada,4152.235937,4152.235938,100.0,Loreto,SM43-17,,Perú
521,Comunidad Nativa,Puerto Adelina,Solicitud de Ampliación,4141.915877,4141.915876,99.99999998,Loreto,F41-19,,Perú
522,Comunidad Nativa,Puerto Grau,Titulada,4855.819831,4127.815948,85.00760102,Ucayali,SM07-17,,Perú
523,Comunidad Nativa,Sabalo Yacu,Titulada,4126.667892,4126.667892,100.0,Loreto,SM36-17,,Perú
524,Comunidad Nativa,San Antonio de Bancal,Titulada,4122.834357,4122.834357,100.0,Loreto,SM33-17,,Perú
525,Comunidad Nativa,San Miguel,Titulada,4117.242201,4117.242201,100.0,Loreto,SM31-17,,Perú
526,Comunidad Nativa,San Pedro,Solicitud de Titulación,6751.675857,4089.175326,60.56533833,Loreto,SM43-17,,Perú
527,Comunidad Nativa,Nueva Vida y Anexos Gallinazo Yacu y Los Angeles,Titulada,4054.46479,4054.46479,100.0,Loreto,LXIX,YPF E & P PERÚ S.A.C.,Perú
528,Comunidad Nativa,Sabaluyo Mamoriari,Titulada,4044.343335,4044.343335,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
529,Comunidad Nativa,Copalillo,Solicitud de Ampliación,4025.150495,4025.150497,100.0,Loreto,SM43-17,,Perú
530,Comunidad Nativa,Ugarte,Titulada,4019.945675,4019.945675,100.0,Loreto,SM23-17,,Perú
531,Comunidad Nativa,San Luis de Cumancay,Titulada,3998.756371,3998.756371,100.0,Ucayali,SM07-17,,Perú
532,Comunidad Nativa,San José de Pacache,Titulada,6000.316049,3998.173573,66.63271635,Ucayali,SM05-17,,Perú
533,Comunidad Nativa,Nueva Conquista Sector A,Titulada,3990.34648,3990.34648,100.0,Loreto,SM30-17,,Perú
534,Comunidad Nativa,Tipishca,Solicitud de Titulación,3988.115596,3988.115596,100.0,Madre de Dios,F27-17,,Perú
535,Comunidad Nativa,Los Jardines,Titulada,3984.518362,3984.518362,100.0,Loreto,192,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
536,Comunidad Nativa,Marankiari,Titulada,3957.283229,3957.283229,100.0,Junin,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
537,Comunidad Nativa,El Milagro,Titulada,3940.347756,3940.347756,100.0,Pasco,LXIII,"PETROLIFERA PETROLEUM DEL PERU S.R.L., REPSOL EXPLORACIÓN S.A.",Perú
538,Comunidad Nativa,Yanacita,Titulada,3976.710772,3934.060052,98.9274875,Junin,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
539,Comunidad Nativa,Mazaronquiari,Titulada,15528.510376,3933.526819,25.33099907,Junin,108,PLUSPETROL E&P S.A.,Perú
540,Comunidad Nativa,Napuruk,Titulada,3928.806371,3928.806371,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
541,Comunidad Nativa,Nuevo Cajamarca anexo Nuevo Alianza,Titulada,3879.720357,3879.720357,100.0,Loreto,LXIX,YPF E & P PERÚ S.A.C.,Perú
542,Comunidad Nativa,Paantam Entsa,Titulada,3872.041929,3872.041929,100.0,Amazonas,F02-17,,Perú
543,Comunidad Nativa,Sanchez Cerro,Titulada,7688.41577,3847.351341,50.04088561,Loreto,F22-17,,Perú
544,Comunidad Nativa,Yupicusa,Titulada,3830.281182,3830.281182,100.0,Amazonas,F02-17,,Perú
545,Comunidad Nativa,Olvido,Titulada,3829.328527,3829.328527,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
546,Comunidad Nativa,San Gabriel de Varadero,Titulada,3825.541547,3825.541547,100.0,Loreto,LXIX,YPF E & P PERÚ S.A.C.,Perú
547,Comunidad Nativa,Nuevo Italia,Titulada,3824.292686,3824.292686,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
548,Comunidad Nativa,San Antonio Viejo,Solicitud de Titulación,3973.383539,3785.519819,95.27194598,Loreto,95,GRAN TIERRA ENERGY PERU S.R.L.,Perú
549,Comunidad Nativa,Nueva Alianza de Huacamayo,Titulada,3756.683366,3756.683366,100.0,Loreto,SM33-17,,Perú
550,Comunidad Nativa,Bashuim Chinim,Titulada,4226.230268,3755.759427,88.86783703,Amazonas,F02-17,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
551,Comunidad Nativa,San Juan - Río Ucayali,Solicitud de Titulación,3997.940895,3750.584861,93.81291419,Loreto,95,GRAN TIERRA ENERGY PERU S.R.L.,Perú
552,Comunidad Nativa,Nueva Vista Villa Sol,Solicitud de Titulación,3749.278277,3749.278277,100.0,Ucayali,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
553,Comunidad Nativa,Japaime - Escuela,Titulada,3746.407887,3746.407887,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
554,Comunidad Nativa,Fátima,Titulada,6805.611613,3744.566908,55.02175441,Ucayali,SM07-17,,Perú
555,Comunidad Nativa,Nueva Era,Titulada,3682.691358,3682.691358,100.0,Loreto,LXIX,YPF E & P PERÚ S.A.C.,Perú
556,Comunidad Nativa,Ajachín,Titulada,3670.23309,3670.23309,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
557,Comunidad Nativa,Runuya,Titulada,3654.003549,3654.003549,100.0,Ucayali,SM07-17,,Perú
558,Comunidad Nativa,Yarina,Titulada,3642.239668,3642.239668,100.0,Pasco,LXIII,"PETROLIFERA PETROLEUM DEL PERU S.R.L., REPSOL EXPLORACIÓN S.A.",Perú
559,Comunidad Nativa,Pujupat,Solicitud de Titulación,3636.621417,3636.621417,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
560,Comunidad Nativa,Inkare,Titulada,3627.076388,3627.076388,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
561,Comunidad Nativa,Bashuin,Titulada,3778.833945,3619.680288,95.78828656,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
562,Comunidad Nativa,Juan Velasco Alvarado,Titulada,3605.363886,3605.363886,100.0,Loreto,SM37-17,,Perú
563,Comunidad Nativa,Vargas Guerra - Río Juanache,Titulada,3579.549274,3579.549274,100.0,Loreto,F22-17,,Perú
564,Comunidad Nativa,Umukai,Titulada,3579.163846,3579.163846,100.0,Amazonas,F02-17,,Perú
565,Comunidad Nativa,Lupunayo,Titulada,3577.395103,3577.395103,100.0,Loreto,SM33-17,,Perú
566,Comunidad Nativa,Reforma,Titulada,3572.009244,3572.009244,100.0,Loreto,SM33-17,,Perú
567,Comunidad Nativa,Suwants,Titulada,3563.409389,3563.409389,100.0,Amazonas,F02-17,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
568,Comunidad Nativa,Yahuar Huaca,Titulada,3526.336417,3526.336417,100.0,Loreto,SM20-17,,Perú
569,Comunidad Nativa,Puerto Arturo,Titulada,3522.055048,3522.055048,100.0,Madre de Dios,F27-17,,Perú
570,Comunidad Nativa,Remoque,Solicitud de Titulación,3519.077926,3519.077926,100.0,Ucayali,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
571,Comunidad Nativa,Panan,Titulada,3485.875668,3485.875665,99.99999991,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
572,Comunidad Nativa,Nuevo Junín,Titulada,3471.189727,3471.189727,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
573,Comunidad Nativa,Irapay,Titulada,3456.834971,3456.834971,100.0,Loreto,LXIX,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU, YPF E & P PERÚ S.A.C.",Perú
574,Comunidad Nativa,Buenos Aires,Titulada,3424.165764,3424.165764,100.0,Pasco,107,PETROLIFERA PETROLEUM DEL PERU S.R.L.,Perú
575,Comunidad Nativa,Autukai,Titulada,3417.459629,3417.459629,100.0,Amazonas,F02-17,,Perú
576,Comunidad Nativa,Yaku Shutuna Rumi,Solicitud de Titulación,3412.741956,3412.741956,100.0,San Martin,LVIII,YPF E & P PERÚ S.A.C.,Perú
577,Comunidad Nativa,San Luis Bajo Huallaga,Titulada,3407.343269,3407.343269,100.0,Loreto,SM37-17,,Perú
578,Comunidad Nativa,Wawas,Titulada,5006.334302,3403.915686,67.99217712,Amazonas,F02-17,,Perú
579,Comunidad Nativa,Shimabenzo,Titulada,19193.454159,3396.293938,17.69506369,Junin,108,PLUSPETROL E&P S.A.,Perú
580,Comunidad Nativa,Villacorta,Solicitud de Titulación,3392.742504,3392.742504,100.0,Ucayali,108,PLUSPETROL E&P S.A.,Perú
581,Comunidad Nativa,Nueva Jerusalén,Titulada,3392.03581,3392.03581,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
582,Comunidad Nativa,Nueva Esperanza de Cumaria,Titulada,3387.824422,3387.824422,100.0,Ucayali,LXVI,HUNT OIL COMPAÑY OF PERÚ,Perú
583,Comunidad Nativa,Tahuantinsuyo - Río Ucayali,Titulada,8116.994688,3384.940744,41.70189675,Loreto,SM51-19,,Perú
584,Comunidad Nativa,Nuevo Acuracay,Solicitud de Titulación,3373.691942,3373.691942,100.0,Loreto,95,GRAN TIERRA ENERGY PERU S.R.L.,Perú
585,Comunidad Nativa,Naranjal,Titulada,3359.141375,3359.141375,100.0,Loreto,SM20-17,,Perú
586,Comunidad Nativa,San Carlos de Shimbitachari,Titulada,5514.464327,3358.658591,60.90634361,Pasco,108,PLUSPETROL E&P S.A.,Perú
587,Comunidad Nativa,Aoti,Titulada,3346.166208,3346.166208,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
588,Comunidad Nativa,Unión San Francisco,Titulada,3344.361011,3344.361011,100.0,Ucayali,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
589,Comunidad Nativa,Betania,Titulada,5029.580004,3328.926264,66.18696315,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
590,Comunidad Nativa,Maranatha,Titulada,3328.382842,3328.382842,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
591,Comunidad Nativa,Mamayaque,Titulada,3313.71546,3313.71546,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
592,Comunidad Nativa,Nuevo Progreso,Titulada,3296.567135,3296.567135,100.0,Loreto,SM37-17,,Perú
593,Comunidad Nativa,San Francisco,Titulada,3293.069684,3293.069684,100.0,Loreto,SM20-17,,Perú
594,Comunidad Nativa,Kachipampa,Titulada,3266.378527,3266.378527,100.0,San Martin,LVIII,YPF E & P PERÚ S.A.C.,Perú
595,Comunidad Nativa,Nuevo San Rafael,Titulada,3244.555967,3244.555967,100.0,Ucayali,SM05-17,,Perú
596,Comunidad Nativa,Jerusalén de Miñaro,Titulada,3237.435717,3237.435717,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
597,Comunidad Nativa,Nueva Esperanza,Titulada,3192.001105,3192.001105,100.0,Loreto,SM20-17,,Perú
598,Comunidad Nativa,Nayumpín,Titulada,3186.084282,3186.084282,100.0,Amazonas,F02-17,,Perú
599,Comunidad Nativa,Pumpushak,Titulada,3167.688799,3167.688799,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
600,Comunidad Nativa,Nueva Vida,Titulada,17161.818484,3151.055021,18.36084576,Cusco,F42-19,PLUSPETROL PERU CORPORATION S.A.,Perú
601,Comunidad Nativa,Sanchum,Titulada,3147.487603,3147.487603,100.0,Amazonas,SM23-17,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
602,Comunidad Nativa,Wachapea,Titulada,3137.499318,3137.499318,100.0,Amazonas,F02-17,,Perú
603,Comunidad Nativa,Nuevo Progreso,Titulada,3137.427131,3137.427131,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
604,Comunidad Nativa,San José de Azupizu,Titulada,4195.622059,3136.493722,74.75634549,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
605,Comunidad Nativa,Yamakai,Titulada,3127.373914,3127.373914,100.0,Loreto,SM23-17,,Perú
606,Comunidad Nativa,Nuevo Perú,Titulada,3127.055692,3127.055692,100.0,Loreto,SM43-17,,Perú
607,Comunidad Nativa,San Jacinto de Shauriato,Titulada,3125.710681,3125.710681,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
608,Comunidad Nativa,Nueva Betania,Titulada,3110.934917,3110.934917,100.0,Ucayali,SM02-17,,Perú
609,Comunidad Nativa,Alto Naranjillo,Titulada,3104.304715,3104.304715,100.0,San Martin,LVIII,YPF E & P PERÚ S.A.C.,Perú
610,Comunidad Nativa,El Solitario,Titulada,3837.370156,3101.082093,80.81269116,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
611,Comunidad Nativa,Providencia,Titulada,3086.540842,3086.540842,100.0,Loreto,SM38-17,,Perú
612,Comunidad Nativa,Santa Mercedes de Pillingue,Titulada,3084.083746,3084.083746,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
613,Comunidad Nativa,Nuevo Retiro,Titulada,3080.334657,3080.334657,100.0,Loreto,SM38-17,,Perú
614,Comunidad Nativa,Santa Fé de Yaviroa,Solicitud de Titulación,3068.607345,3068.607345,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
615,Comunidad Nativa,Santa Rosa,Titulada,3067.328819,3067.328819,100.0,Loreto,SM42-17,,Perú
616,Comunidad Nativa,San Gabriel de Shevoriato,Titulada,3056.310482,3056.310482,100.0,Junin,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
617,Comunidad Nativa,Nevati,Titulada,3036.822444,3036.822444,100.0,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
618,Comunidad Nativa,Pitocuna,Titulada,3026.123315,3026.123315,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
619,Comunidad Nativa,Huancayo,Titulada,3015.200909,3015.200909,100.0,Loreto,SM37-17,,Perú
620,Comunidad Nativa,Sepahua,Titulada,13771.637008,3004.366153,21.81560661,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
621,Comunidad Nativa,Amanbay,Titulada,3003.875148,3003.875148,100.0,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
622,Comunidad Nativa,Nuevo Roca Fuerte,Titulada,2989.013751,2989.013751,100.0,Ucayali,LXVI,HUNT OIL COMPAÑY OF PERÚ,Perú
623,Comunidad Nativa,Progreso,Titulada,2980.257786,2980.257786,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
624,Comunidad Nativa,Aviación,Titulada,2973.656004,2973.656004,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
625,Comunidad Nativa,Chirik Sacha,Titulada,2969.877176,2969.877176,100.0,San Martin,F34-18,,Perú
626,Comunidad Nativa,San José de Santariani,Titulada,2968.604441,2968.604441,100.0,Pasco,107,PETROLIFERA PETROLEUM DEL PERU S.R.L.,Perú
627,Comunidad Nativa,Quempiri,Titulada,27137.617378,2953.060414,10.88179693,Junin,108,PLUSPETROL E&P S.A.,Perú
628,Comunidad Nativa,Oculiza,Titulada,2933.612186,2933.612186,100.0,Loreto,LXIX,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU, YPF E & P PERÚ S.A.C.",Perú
629,Comunidad Nativa,Nuevo Shetevo,Titulada,2924.658798,2924.658798,100.0,Loreto,SM29-17,,Perú
630,Comunidad Nativa,Moyobambillo,Titulada,2904.797308,2904.797317,100.0000003,Loreto,LXIX,YPF E & P PERÚ S.A.C.,Perú
631,Comunidad Nativa,Churuyacu,Titulada,2899.154627,2899.154627,100.0,Loreto,LXIX,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU, YPF E & P PERÚ S.A.C.",Perú
632,Comunidad Nativa,Saasa,Titulada,2897.507572,2897.507572,100.0,Ucayali,SM04-17,,Perú
633,Comunidad Nativa,Tsimepanko,Solicitud de Titulación,13607.779582,2892.84892,21.25878732,Ucayali,SM07-17,,Perú
634,Comunidad Nativa,Santa Isabel del Huallaga,Titulada,3409.036266,2892.549121,84.84946757,Loreto,SM37-17,,Perú
635,Comunidad Nativa,Santa Rosa de Pirococha,Titulada,2884.790964,2884.790964,100.0,Loreto,SM54-19,,Perú
636,Comunidad Nativa,Fortaleza,Titulada,2882.421838,2882.421838,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
637,Comunidad Nativa,Monte Alegre,Titulada,2877.343006,2877.343006,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
